motif,motif_pretty,length,support_total,support_correct,support_incorrect,p_correct,p_incorrect,enrichment_correct,enrichment_incorrect,dominant_label
analyze|compute|conclude|substitute,analyze -> compute -> conclude -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|check-constraint|compute,compare -> conclude -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|backtrack|compute,analyze -> apply-formula -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|analyze|instantiate|compute,backtrack -> analyze -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|rewrite|conclude,backtrack -> compute -> rewrite -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|check-constraint|compute,analyze -> backtrack -> check-constraint -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|compute|rewrite,case-split -> analyze -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|analyze|compare,compute -> apply-formula -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|compute|compare,compute -> case-split -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|conclude|count,analyze -> compute -> conclude -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|conclude|rewrite|analyze,rewrite -> conclude -> rewrite -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|check-constraint|rewrite,instantiate -> compute -> check-constraint -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|rewrite|compute|analyze,substitute -> rewrite -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|case-split|analyze|compute,instantiate -> case-split -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|check-constraint|case-split|apply-formula,apply-formula -> check-constraint -> case-split -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|compute|conclude,analyze -> backtrack -> compute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compare|apply-formula|compute,conclude -> compare -> apply-formula -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|count|compute|instantiate,conclude -> count -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|compare|instantiate,count -> analyze -> compare -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|conclude|case-split,check-constraint -> compute -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|compute|apply-formula|rewrite,case-split -> compute -> apply-formula -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|case-split|analyze,analyze -> compare -> case-split -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|compare|apply-formula,compute -> conclude -> compare -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|instantiate|compute|rewrite,apply-formula -> instantiate -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|substitute|compare|apply-formula,apply-formula -> substitute -> compare -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|analyze|substitute,substitute -> compute -> analyze -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|conclude|compute|rewrite,analyze -> conclude -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|check-constraint|rewrite,compute -> analyze -> check-constraint -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|check-constraint|analyze,compute -> case-split -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|analyze|check-constraint,analyze -> case-split -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|compute|instantiate|compute,count -> compute -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|case-split|compute,analyze -> compute -> case-split -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|backtrack|compute,analyze -> substitute -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|case-split|analyze|instantiate,conclude -> case-split -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|substitute|compute|instantiate,conclude -> substitute -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|count|case-split,apply-formula -> compute -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|compare|compute,case-split -> analyze -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|case-split|compute|apply-formula,apply-formula -> case-split -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|instantiate|check-constraint,count -> analyze -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|backtrack|compute,compute -> apply-formula -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|check-constraint|compute|count,count -> check-constraint -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|analyze|case-split,compute -> conclude -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|conclude|instantiate,compute -> instantiate -> conclude -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|backtrack|count,instantiate -> apply-formula -> backtrack -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|apply-formula|compute|apply-formula,backtrack -> apply-formula -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|compute|case-split,case-split -> apply-formula -> compute -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|apply-formula|rewrite|analyze,check-constraint -> apply-formula -> rewrite -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|backtrack|analyze,apply-formula -> analyze -> backtrack -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|conclude|instantiate,instantiate -> analyze -> conclude -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|compute|apply-formula,compute -> compare -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|count|check-constraint|analyze,analyze -> count -> check-constraint -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|instantiate|substitute|compute,apply-formula -> instantiate -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|instantiate|check-constraint|count,count -> instantiate -> check-constraint -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|count|case-split|instantiate,compute -> count -> case-split -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|rewrite|substitute,compute -> apply-formula -> rewrite -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|rewrite|instantiate|analyze,apply-formula -> rewrite -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|compute|backtrack,analyze -> apply-formula -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|check-constraint|apply-formula|rewrite,compute -> check-constraint -> apply-formula -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|rewrite|compute|compare,compare -> rewrite -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|count|case-split|check-constraint,compute -> count -> case-split -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|conclude|compute|check-constraint,compare -> conclude -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|conclude|check-constraint,analyze -> compute -> conclude -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|conclude|compare|compute,analyze -> conclude -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|compute|instantiate,substitute -> compare -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|count|case-split,compute -> apply-formula -> count -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|analyze|compare,compare -> compute -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|case-split|instantiate,analyze -> substitute -> case-split -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|compute|compare|apply-formula,count -> compute -> compare -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|apply-formula|backtrack|compute,rewrite -> apply-formula -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|compute|instantiate,case-split -> apply-formula -> compute -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|apply-formula|case-split|analyze,compute -> apply-formula -> case-split -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|apply-formula|instantiate,substitute -> compare -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|compute|substitute,conclude -> analyze -> compute -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|conclude|rewrite|compute,analyze -> conclude -> rewrite -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|substitute|check-constraint,analyze -> instantiate -> substitute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|apply-formula|analyze,compare -> compute -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|count|compute|compare,compute -> count -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|case-split|instantiate,instantiate -> compute -> case-split -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|compute|case-split|instantiate,count -> compute -> case-split -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|compute|backtrack,instantiate -> apply-formula -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|conclude|case-split|count,case-split -> conclude -> case-split -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|compute|conclude,case-split -> check-constraint -> compute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|conclude|analyze|compare,compute -> conclude -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|rewrite|analyze|compute,conclude -> rewrite -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|check-constraint|conclude,backtrack -> compute -> check-constraint -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|compute|apply-formula,compare -> instantiate -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|analyze|conclude,compare -> compute -> analyze -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|case-split|apply-formula|compute,compute -> case-split -> apply-formula -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|analyze|instantiate|analyze,compare -> analyze -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|instantiate|count,backtrack -> compute -> instantiate -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|instantiate|count,case-split -> analyze -> instantiate -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|conclude|instantiate,compute -> rewrite -> conclude -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|apply-formula|backtrack,analyze -> compute -> apply-formula -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|apply-formula|instantiate,analyze -> compute -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|check-constraint|compare|instantiate,compute -> check-constraint -> compare -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|compute|backtrack,analyze -> compare -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|instantiate|case-split,analyze -> compute -> instantiate -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|case-split|analyze,check-constraint -> compare -> case-split -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|compute|compare,instantiate -> apply-formula -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|count|analyze,compute -> instantiate -> count -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|analyze|case-split,instantiate -> count -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|conclude|analyze|count,check-constraint -> conclude -> analyze -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|backtrack|analyze|conclude,apply-formula -> backtrack -> analyze -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|instantiate|conclude,apply-formula -> analyze -> instantiate -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|instantiate|compute,check-constraint -> compare -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|analyze|check-constraint,check-constraint -> case-split -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|conclude|analyze|apply-formula,case-split -> conclude -> analyze -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|analyze|case-split,apply-formula -> compute -> analyze -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|check-constraint|analyze|compute,count -> check-constraint -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|instantiate|analyze|compute,substitute -> instantiate -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|count|backtrack|conclude,backtrack -> count -> backtrack -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|backtrack|analyze|compute,check-constraint -> backtrack -> analyze -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|rewrite|compute|count,count -> rewrite -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|count|compute,backtrack -> compute -> count -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|apply-formula|compute,compute -> backtrack -> apply-formula -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compute|compare|compute,analyze -> compute -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|count|apply-formula,analyze -> case-split -> count -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|conclude|analyze,analyze -> case-split -> conclude -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|analyze|case-split|apply-formula,compare -> analyze -> case-split -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|case-split|conclude,instantiate -> compute -> case-split -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|check-constraint|compute|analyze,rewrite -> check-constraint -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|analyze|backtrack|analyze,check-constraint -> analyze -> backtrack -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|analyze|instantiate|analyze,conclude -> analyze -> instantiate -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|analyze|instantiate,instantiate -> count -> analyze -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|check-constraint|instantiate|check-constraint,case-split -> check-constraint -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|compute|conclude,instantiate -> apply-formula -> compute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|compute|analyze|backtrack,apply-formula -> compute -> analyze -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|compute|count,analyze -> backtrack -> compute -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|case-split|instantiate,count -> analyze -> case-split -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|substitute|compare,check-constraint -> compute -> substitute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compare|instantiate|compute,substitute -> compare -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|apply-formula|substitute|compare,compare -> apply-formula -> substitute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|backtrack|apply-formula|instantiate,compute -> backtrack -> apply-formula -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|case-split|apply-formula,check-constraint -> compute -> case-split -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|compare|compute,analyze -> check-constraint -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|compare|conclude|count,analyze -> compare -> conclude -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|analyze|conclude|compute,backtrack -> analyze -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|apply-formula|instantiate|compute,case-split -> apply-formula -> instantiate -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|substitute|rewrite,apply-formula -> analyze -> substitute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|check-constraint|compute|backtrack,compare -> check-constraint -> compute -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|instantiate|check-constraint,analyze -> check-constraint -> instantiate -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|substitute|compute|apply-formula,apply-formula -> substitute -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|analyze|check-constraint,compare -> instantiate -> analyze -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|analyze|conclude,backtrack -> compute -> analyze -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|case-split|compute|analyze,instantiate -> case-split -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|substitute|compute|apply-formula,conclude -> substitute -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|analyze|backtrack|count,compute -> analyze -> backtrack -> count,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|backtrack|compute|compare,check-constraint -> backtrack -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compute|conclude|analyze,instantiate -> compute -> conclude -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|instantiate|rewrite|analyze,analyze -> instantiate -> rewrite -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compute|substitute|rewrite,conclude -> compute -> substitute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|instantiate|backtrack|compute,check-constraint -> instantiate -> backtrack -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|instantiate|apply-formula|analyze,compute -> instantiate -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|analyze|compare,instantiate -> count -> analyze -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|rewrite|substitute|compute,compute -> rewrite -> substitute -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|analyze|count|check-constraint,instantiate -> analyze -> count -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|compute|rewrite|instantiate,substitute -> compute -> rewrite -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|substitute|rewrite|conclude,analyze -> substitute -> rewrite -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|check-constraint|backtrack,check-constraint -> compute -> check-constraint -> backtrack,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|case-split|compare,count -> analyze -> case-split -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|backtrack|compute|analyze,count -> backtrack -> compute -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|apply-formula|analyze,instantiate -> count -> apply-formula -> analyze,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|check-constraint|instantiate,check-constraint -> compute -> check-constraint -> instantiate,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compute|substitute|conclude,check-constraint -> compute -> substitute -> conclude,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|rewrite|substitute,rewrite -> compute -> rewrite -> substitute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|backtrack|conclude|compute,count -> backtrack -> conclude -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|count|compute|apply-formula,compute -> count -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|analyze|compare|compute,substitute -> analyze -> compare -> compute,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|analyze|conclude|case-split,case-split -> analyze -> conclude -> case-split,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|instantiate|compute|compare,conclude -> instantiate -> compute -> compare,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|compute|apply-formula,rewrite -> analyze -> compute -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|rewrite|compute|check-constraint,substitute -> rewrite -> compute -> check-constraint,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|instantiate|apply-formula,apply-formula -> analyze -> instantiate -> apply-formula,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|apply-formula|compute|rewrite,analyze -> apply-formula -> compute -> rewrite,4,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|check-constraint,instantiate -> apply-formula -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|analyze|substitute,rewrite -> analyze -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|check-constraint|conclude,instantiate -> check-constraint -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|substitute|check-constraint,conclude -> substitute -> check-constraint,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|compare|instantiate,conclude -> compare -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|compute|rewrite,rewrite -> compute -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|instantiate|rewrite,compare -> instantiate -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|instantiate|apply-formula,check-constraint -> instantiate -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|apply-formula|compute,backtrack -> apply-formula -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|rewrite|compute,compare -> rewrite -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|conclude|case-split,case-split -> conclude -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|count|apply-formula,instantiate -> count -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|conclude|analyze,instantiate -> conclude -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|analyze|compare,count -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|case-split|compare,analyze -> case-split -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|apply-formula|analyze,count -> apply-formula -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|instantiate|substitute,apply-formula -> instantiate -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|backtrack|analyze,instantiate -> backtrack -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|apply-formula|backtrack,substitute -> apply-formula -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|rewrite|analyze,conclude -> rewrite -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
count|backtrack|compute,count -> backtrack -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
rewrite|check-constraint|compute,rewrite -> check-constraint -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|conclude,compare -> compute -> conclude,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|backtrack|apply-formula,analyze -> backtrack -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|case-split|compute,check-constraint -> case-split -> compute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
case-split|instantiate|substitute,case-split -> instantiate -> substitute,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|analyze|instantiate,substitute -> analyze -> instantiate,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|instantiate|backtrack,check-constraint -> instantiate -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|compare|analyze,instantiate -> compare -> analyze,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
analyze|check-constraint|rewrite,analyze -> check-constraint -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
substitute|analyze|compare,substitute -> analyze -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
conclude|check-constraint|compare,conclude -> check-constraint -> compare,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
backtrack|compute|apply-formula,backtrack -> compute -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compare|compute|apply-formula,compare -> compute -> apply-formula,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
check-constraint|compare|case-split,check-constraint -> compare -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
apply-formula|analyze|case-split,apply-formula -> analyze -> case-split,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
compute|compare|rewrite,compute -> compare -> rewrite,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
instantiate|apply-formula|backtrack,instantiate -> apply-formula -> backtrack,3,1,1,0,1.000000,0.000000,2.000000,0.500000,correct
